Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-11-03 00:00:00-05:00,282.17999267578125,285.5299987792969,279.79998779296875,283.7200012207031,283.5345458984375,29786000,0.0,0.0
2025-11-04 00:00:00-05:00,276.75,281.2699890136719,276.260009765625,277.5400085449219,277.35858154296875,30078400,0.0,0.0
2025-11-05 00:00:00-05:00,278.8699951171875,286.4200134277344,277.3399963378906,284.30999755859375,284.1241455078125,31010300,0.0,0.0
2025-11-06 00:00:00-05:00,285.3299865722656,288.3500061035156,281.1400146484375,284.75,284.5638732910156,37173600,0.0,0.0
2025-11-07 00:00:00-05:00,283.2099914550781,283.7799987792969,275.19000244140625,278.8299865722656,278.647705078125,34479600,0.0,0.0
2025-11-10 00:00:00-05:00,284.4200134277344,290.79998779296875,282.8599853515625,290.1000061035156,289.9103698730469,29557300,0.0,0.0
2025-11-11 00:00:00-05:00,287.75,291.9200134277344,287.32000732421875,291.30999755859375,291.11956787109375,19842100,0.0,0.0
2025-11-12 00:00:00-05:00,291.67999267578125,292.010009765625,283.69000244140625,286.7099914550781,286.5225830078125,24829900,0.0,0.0
2025-11-13 00:00:00-05:00,282.3399963378906,282.8399963378906,277.239990234375,278.57000732421875,278.3879089355469,29494000,0.0,0.0
2025-11-14 00:00:00-05:00,271.4100036621094,278.55999755859375,270.70001220703125,276.4100036621094,276.22930908203125,31647200,0.0,0.0
2025-11-17 00:00:00-05:00,285.7799987792969,293.95001220703125,283.57000732421875,285.0199890136719,284.83367919921875,52670200,0.0,0.0
2025-11-18 00:00:00-05:00,287.9200134277344,288.79998779296875,278.20001220703125,284.2799987792969,284.09417724609375,49158700,0.0,0.0
2025-11-19 00:00:00-05:00,287.1600036621094,303.80999755859375,286.6300048828125,292.80999755859375,292.61859130859375,68198900,0.0,0.0
2025-11-20 00:00:00-05:00,304.5400085449219,306.4200134277344,288.6700134277344,289.45001220703125,289.26080322265625,62025200,0.0,0.0
2025-11-21 00:00:00-05:00,296.4200134277344,303.9200134277344,293.8500061035156,299.6600036621094,299.464111328125,74137700,0.0,0.0
2025-11-24 00:00:00-05:00,311.1300048828125,319.4800109863281,309.6000061035156,318.5799865722656,318.3717346191406,85165100,0.0,0.0
2025-11-25 00:00:00-05:00,326.2099914550781,328.8299865722656,317.6499938964844,323.44000244140625,323.22857666015625,88632100,0.0,0.0
2025-11-26 00:00:00-05:00,320.67999267578125,324.5,316.7900085449219,319.95001220703125,319.7408752441406,51373400,0.0,0.0
2025-11-28 00:00:00-05:00,323.3699951171875,326.8500061035156,316.7900085449219,320.17999267578125,319.970703125,26018600,0.0,0.0
2025-12-01 00:00:00-05:00,317.70001220703125,319.8500061035156,313.8900146484375,314.8900146484375,314.6841735839844,41183000,0.0,0.0
2025-12-02 00:00:00-05:00,316.739990234375,318.3800048828125,313.9100036621094,315.80999755859375,315.6035461425781,35854700,0.0,0.0
2025-12-03 00:00:00-05:00,315.8900146484375,321.5799865722656,314.1000061035156,319.6300048828125,319.42108154296875,41838300,0.0,0.0
2025-12-04 00:00:00-05:00,322.2300109863281,322.3599853515625,314.70001220703125,317.6199951171875,317.4123840332031,31240900,0.0,0.0
2025-12-05 00:00:00-05:00,319.489990234375,323.1600036621094,319.1700134277344,321.2699890136719,321.0599670410156,28851700,0.0,0.0
2025-12-08 00:00:00-05:00,320.04998779296875,320.44000244140625,311.2200012207031,313.7200012207031,313.7200012207031,33909400,0.21,0.0
2025-12-09 00:00:00-05:00,312.3699951171875,317.989990234375,311.8999938964844,317.0799865722656,317.0799865722656,30194000,0.0,0.0
2025-12-10 00:00:00-05:00,315.8299865722656,321.30999755859375,314.67999267578125,320.2099914550781,320.2099914550781,33428900,0.0,0.0
2025-12-11 00:00:00-05:00,320.0799865722656,321.1199951171875,308.6000061035156,312.42999267578125,312.42999267578125,42353700,0.0,0.0
2025-12-12 00:00:00-05:00,313.70001220703125,314.8699951171875,305.55999755859375,309.2900085449219,309.2900085449219,35940200,0.0,0.0
2025-12-15 00:00:00-05:00,311.32000732421875,311.4200134277344,304.8800048828125,308.2200012207031,308.2200012207031,29151900,0.0,0.0
2025-12-16 00:00:00-05:00,304.95001220703125,310.7699890136719,302.5899963378906,306.57000732421875,306.57000732421875,30585000,0.0,0.0
2025-12-17 00:00:00-05:00,308.010009765625,308.0899963378906,296.1199951171875,296.7200012207031,296.7200012207031,43930400,0.0,0.0
2025-12-18 00:00:00-05:00,301.7200012207031,303.9599914550781,299.2300109863281,302.4599914550781,302.4599914550781,33518000,0.0,0.0
2025-12-19 00:00:00-05:00,301.7300109863281,307.25,300.9700012207031,307.1600036621094,307.1600036621094,59943200,0.0,0.0
2025-12-22 00:00:00-05:00,309.8800048828125,310.1300048828125,305.29998779296875,309.7799987792969,309.7799987792969,26429900,0.0,0.0
2025-12-23 00:00:00-05:00,309.6300048828125,314.94000244140625,309.32000732421875,314.3500061035156,314.3500061035156,25478700,0.0,0.0
2025-12-24 00:00:00-05:00,314.7699890136719,315.0799865722656,311.9200134277344,314.0899963378906,314.0899963378906,10097400,0.0,0.0
2025-12-26 00:00:00-05:00,314.4800109863281,315.0899963378906,312.2799987792969,313.510009765625,313.510009765625,10899000,0.0,0.0
2025-12-29 00:00:00-05:00,311.3699951171875,314.0199890136719,310.6199951171875,313.55999755859375,313.55999755859375,19621800,0.0,0.0
2025-12-30 00:00:00-05:00,312.5,316.95001220703125,312.4599914550781,313.8500061035156,313.8500061035156,17380900,0.0,0.0
2025-12-31 00:00:00-05:00,312.8500061035156,314.5799865722656,311.44000244140625,313.0,313.0,16377700,0.0,0.0
2026-01-02 00:00:00-05:00,316.8999938964844,322.5,310.3299865722656,315.1499938964844,315.1499938964844,32009400,0.0,0.0
2026-01-05 00:00:00-05:00,317.6600036621094,319.0199890136719,314.6300048828125,316.5400085449219,316.5400085449219,30195600,0.0,0.0
2026-01-06 00:00:00-05:00,316.3999938964844,320.94000244140625,311.7799987792969,314.3399963378906,314.3399963378906,31212100,0.0,0.0
2026-01-07 00:00:00-05:00,314.3599853515625,326.1499938964844,314.19000244140625,321.9800109863281,321.9800109863281,35104400,0.0,0.0
2026-01-08 00:00:00-05:00,328.9700012207031,330.32000732421875,321.5,325.44000244140625,325.44000244140625,31896100,0.0,0.0
2026-01-09 00:00:00-05:00,327.0899963378906,330.8299865722656,325.79998779296875,328.57000732421875,328.57000732421875,26214200,0.0,0.0
2026-01-12 00:00:00-05:00,325.79998779296875,334.0400085449219,325.0,331.8599853515625,331.8599853515625,33923900,0.0,0.0
2026-01-13 00:00:00-05:00,334.95001220703125,340.489990234375,333.6199951171875,335.9700012207031,335.9700012207031,33517600,0.0,0.0
2026-01-14 00:00:00-05:00,335.05999755859375,336.5199890136719,330.4800109863281,335.8399963378906,335.8399963378906,28525600,0.0,0.0
2026-01-15 00:00:00-05:00,337.6499938964844,337.69000244140625,330.739990234375,332.7799987792969,332.7799987792969,28442400,0.0,0.0
2026-01-16 00:00:00-05:00,334.4100036621094,334.6499938964844,327.70001220703125,330.0,330.0,40341600,0.0,0.0
2026-01-20 00:00:00-05:00,320.8699951171875,327.7300109863281,320.42999267578125,322.0,322.0,35361000,0.0,0.0
2026-01-21 00:00:00-05:00,320.9200134277344,332.4800109863281,319.3500061035156,328.3800048828125,328.3800048828125,35386600,0.0,0.0
2026-01-22 00:00:00-05:00,334.45001220703125,335.1499938964844,328.75,330.5400085449219,330.5400085449219,26253600,0.0,0.0
2026-01-23 00:00:00-05:00,332.489990234375,333.69000244140625,327.45001220703125,327.92999267578125,327.92999267578125,27280000,0.0,0.0
